catalogo_id,dataset_id,distribucion_id,serie_id,indice_tiempo_frecuencia,serie_titulo,serie_unidades,serie_descripcion,distribucion_titulo,distribucion_descripcion,distribucion_url_descarga,dataset_responsable,dataset_fuente,dataset_titulo,dataset_descripcion,dataset_tema,serie_indice_inicio,serie_indice_final,serie_valores_cant,serie_dias_no_cubiertos,serie_actualizada,serie_valor_ultimo,serie_valor_anterior,serie_var_pct_anterior,serie_discontinuada,consultas_total,consultas_30_dias,consultas_90_dias,consultas_180_dias
"bcra,1,1.1,bcra_30,R/P1M,tasa_depositos_30_a_59_moneda_nacional,Porcentaje (0-100),""Tasas de interés, promedio mensual en porcentaje nominal anual - Por depósitosa plazo fijo de 30 a 59 días de plazo - De moneda nacional"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1940-02-01,2021-06-01,977,33,True,33.54,33.44,0.0029904306220096544,False,12,0,1,1"
"bcra,1,1.1,bcra_31,R/P1M,tasa_depositos_30_a_59_moneda_extranjera,Porcentaje (0-100),""Tasas de interés, promedio mensual en porcentaje nominal anual - Por depósitosa plazo fijo de 30 a 59 días de plazo - De moneda extranjera"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1993-04-01,2021-06-01,339,33,True,0.39,0.37,0.05405405405405417,False,13,0,1,1"
"bcra,1,1.1,bcra_3118,R/P1M,m1_depositos_cc_sector_publico_moneda_nacional_dep_cc,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M1 - En moneda nacional - Depósitos en cuentas corrientes - Del sector público (netos) - Depósitos en cuentas corrientes"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1940-06-01,2021-05-01,972,33,True,1023451.184,994425.319,0.029188582033680133,False,24,2,5,6"
"bcra,1,1.1,bcra_32,R/P1M,tasa_obligaciones_con_entidades_financieras_exterior,Porcentaje (0-100),""Tasas de interés, promedio mensual en porcentaje nominal anual - Por obligaciones con entidades financieras del exterior"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1994-10-01,2021-06-01,321,33,True,6.28,0.0,inf,False,18,3,5,5"
"bcra,1,1.1,bcra_3225,R/P1M,m1_depositos_cc_sector_publico_moneda_nacional_fondos_unif,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M1 - En moneda nacional - Depósitos en cuentas corrientes - Del sector público (netos) - Utilización de Fondos Unificados (-)"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1940-06-01,2021-05-01,972,33,True,450420.226,413573.7620000001,0.08909284723918232,False,2,0,0,0"
"bcra,1,1.1,bcra_33,R/P1M,tasa_prestamos_interfinancieros_hasta_15_moneda_nacional,Porcentaje (0-100),""Tasas de interés, promedio mensual en porcentaje nominal anual - Por préstamos interfinancieros hasta 15 días de plazo - De moneda nacional"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1979-03-01,2021-06-01,508,33,True,31.72,32.29,-0.017652524001238734,False,20,1,2,2"
"bcra,1,1.1,bcra_3309,R/P1M,m1_depositos_cc_moneda_extranjera,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M1 - En moneda extranjera - Depósitos en cuentas corrientes y a la vista - Total"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1981-01-01,2021-05-01,485,33,True,28968.858,27901.244,0.038264028657647,False,26,2,5,6"
"bcra,1,1.1,bcra_34,R/P1M,tasa_prestamos_interfinancieros_hasta_15_moneda_extranjera,Porcentaje (0-100),""Tasas de interés, promedio mensual en porcentaje nominal anual - Por préstamos interfinancieros hasta 15 días de plazo - De moneda extranjera"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1990-01-01,2021-06-01,378,33,True,3.0,0.0,inf,False,14,1,3,3"
"bcra,1,1.1,bcra_35,R/P1M,tasa_prestamos_empresas_primera_linea_30_moneda_nacional,Porcentaje (0-100),""Tasas de interés, promedio mensual en porcentaje nominal anual - Por préstamos a empresas de primera línea a 30 días de plazo - De moneda nacional"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1993-04-01,2009-07-01,196,33,True,20.09,20.15,-0.0029776674937964653,False,12,0,2,2"
"bcra,1,1.1,bcra_3541,R/P1M,m1_depositos_cc_sector_privado_moneda_extranjera,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M1 - En moneda extranjera - Depósitos en cuentas corrientes y a la vista - Del sector privado"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1981-01-01,2021-05-01,485,33,True,1.239,1.224,0.012254901960784492,False,25,2,5,6"
"bcra,1,1.1,bcra_3542,R/P1M,m1_depositos_cc_sector_publico_moneda_extranjera,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M1 - En moneda extranjera - Depósitos en cuentas corrientes y a la vista - Del sector público"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1981-01-01,2021-05-01,485,33,True,28967.619,27900.02,0.03826516970238725,False,71,2,5,6"
"bcra,1,1.1,bcra_3543,R/P1M,m2_total,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - Total"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1940-06-01,2021-05-01,972,33,True,6522783385.0,6278980284.0,0.038828454617265695,False,64,1,1,1"
"bcra,1,1.1,bcra_3544,R/P1M,m2_moneda_nacional_total,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - En moneda nacional - Total"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1940-06-01,2021-05-01,972,33,True,5221606938.0,5015559906.0,0.04108156135340146,False,35,2,4,5"
"bcra,1,1.1,bcra_3545,R/P1M,m2_m1_moneda_nacional,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - En moneda nacional - M1"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1940-06-01,2021-05-01,972,33,True,3678270424.0,3523773245.0,0.043844245431859497,False,30,3,6,7"
"bcra,1,1.1,bcra_3546,R/P1M,m2_depositos_ca_moneda_nacional_total,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - En moneda nacional - Depósitos en caja de ahorros - Total"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1940-06-01,2021-05-01,972,33,True,1543336514.0,1491786661.0,0.03455578089526834,False,24,0,0,0"
"bcra,1,1.1,bcra_3547,R/P1M,m2_depositos_ca_sector_privado_moneda_nacional,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - En moneda nacional - Depósitos en caja de ahorros - Del sector privado"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1940-06-01,2021-05-01,972,33,True,1466271568.0,1427794904.0,0.026948313019052428,False,4,0,0,0"
"bcra,1,1.1,bcra_3548,R/P1M,m2_depositos_ca_sector_publico_moneda_nacional,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - En moneda nacional - Depósitos en caja de ahorros - Del sector público"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1990-01-01,2021-05-01,377,33,True,77064946.0,63991757.0,0.2042948906684965,False,5,0,0,0"
"bcra,1,1.1,bcra_3549,R/P1M,m2_moneda_extranjera_total,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - Moneda extranjera - Total"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1981-01-01,2021-05-01,485,33,True,1301176447.0,1263420378.0,0.029884011416507317,False,59,0,0,0"
"bcra,1,1.1,bcra_3550,R/P1M,m2_m1_moneda_extranjera,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - Moneda extranjera - M1"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1981-01-01,2021-05-01,485,33,True,28968858.0,27901244.0,0.038264028657647,False,29,3,6,7"
"bcra,1,1.1,bcra_3551,R/P1M,m2_depositos_ca_moneda_extranjera_total,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - Moneda extranjera - Depósitos en caja de ahorros - Total"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1991-04-01,2021-05-01,362,33,True,1272207589.0,1235519134.0,0.02969476877401389,False,8,0,0,2"
"bcra,1,1.1,bcra_3552,R/P1M,m2_depositos_ca_sector_privado_moneda_extranjera,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - Moneda extranjera - Depósitos en caja de ahorros - Del sector privado"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1991-04-01,2021-05-01,362,33,True,1125495150.0,1091285153.0,0.03134835739857267,False,4,0,0,0"
"bcra,1,1.1,bcra_3553,R/P1M,m2_depositos_ca_sector_publico_moneda_extranjera,Miles de pesos corrientes,""Agregados monetarios, saldos afin de mes, en miles de pesos - M2 - Moneda extranjera - Depósitos en caja de ahorros - Del sector público"",Panorama monetario y financiero (series mensuales),Ministerio de Hacienda. Subsecretaría de Programación Macroeconómica.,,Panorama monetario y financiero,Banco Central de la República Argentina (BCRA),Panorama monetario y financiero,""Reservas internacionales del BCRA: oro, divisas, colocaciones a plazo y otros, saldos a fin de mes y promedio mensual de saldos diarios, en millones de dólares estadounidenses. Agregados monetarios, saldos a fin de mes, en miles de pesos. Principales pasivos del BCRA, promedio mensual de saldos diarios en millones de pesos. Dinero y crédito, saldos a fin de mes, en millones de pesos. Tasas de interés, promedio mensual en porcentaje nominal anual."",Dinero y Bancos,1991-04-01,2021-05-01,362,33,True,146712439.0,144233981.0,0.017183592817839433,False,77,0,0,0"
